"filename", "language", "YAML", "JSON", "JavaScript", "TypeScript", "Markdown", "JSON with Comments", "TypeScript JSX", "PostCSS", "XML", "HTML", "MS SQL", "Prisma", "Docker", "comment", "blank", "total"
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\magicui\neon-gradient-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 36, 15, 145
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\shared-editor\SheardEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 8, 5, 39
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\shared-editor\create-editor.ts", "TypeScript", 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 31, 221
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\shared-editor\style.ts", "TypeScript", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 99
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 11, 103
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 10, 76
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 18, 227
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 24, 151
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 13, 129
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 627, 0, 0, 0, 0, 0, 0, 12, 54, 693
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\hooks\use-mobile.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 275, 0, 0, 0, 0, 0, 0, 5, 280
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\query\index.ts", "TypeScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 4, 124
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\query\project.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 34
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\query\useOptimisticMutation.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 36
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\router\PrivateRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\router\router.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 2, 26
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\services\config\index.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 28
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\services\config\requester.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 112
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\services\login_regist.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 26
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\services\project.ts", "TypeScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\services\sse.ts", "TypeScript", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 19, 160
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\store\index.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\store\project.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\types\project.schema.ts", "TypeScript", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 56
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\types\styled.d.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\utils\lib\utils.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\utils\shared-editor\SheardEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\utils\shared-editor\create-editor.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\utils\theme.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 15, 9, 78
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\LoginRegist\LoginRegist.style.ts", "TypeScript", 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 180
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\LoginRegist\LoginRegist.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 1, 4, 64
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\LoginRegist\c-cpns\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 8, 124
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\LoginRegist\c-cpns\RegistForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 10, 152
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\Resume.style.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\Resume.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 3, 16
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\SSETest.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 4, 38
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\UploadProject.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 9, 5, 79
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\Breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 6, 57
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\Editor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 6, 10, 95
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\EditorWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\ProjectForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 0, 12, 23, 329
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\ProjectForm2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 12, 20, 272
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\ResumeSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 21, 9, 253
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\views\Resume\c-cpns\ResumeSidebarWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 11, 3, 40
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\tsconfig.app.json", "JSON", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 36
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\tsconfig.node.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 26
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\.prettierrc", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\README.md", "Markdown", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 207
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\docs\stateless-mode.md", "Markdown", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 114
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\eslint.config.mjs", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\nest-cli.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\package.json", "JSON", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\src\app.module.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\src\main.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 22
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\src\mcp\mcp-server.module.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\src\mcp\mcp-server.service.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 155
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\src\mcp\mcp.controller.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 140
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\tsconfig.build.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\mcp-server\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\dist\index.d.mts", "TypeScript", 0, 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 389
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\dist\index.d.ts", "TypeScript", 0, 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 389
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\dist\index.js", "JavaScript", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 159
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\dist\index.mjs", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 126
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\package-lock.json", "JSON", 0, 1937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1938
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\package.json", "JSON", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\constant\error.ts", "TypeScript", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 51
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\index.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\loginVerify.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\login_regist.schema.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\login_regist.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\project.schema.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 69
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\serverDataFormat.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\src\types\sse.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 22
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\packages\shared\tsup.config.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\pnpm-lock.yaml", "YAML", 17585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4194, 21779
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\pnpm-workspace.yaml", "YAML", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\user\Desktop\项目：简历到offer\resume-to-offer\scripts\create-dependency-graph.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"Total", "-", 17696, 2464, 389, 5915, 6652, 71, 3667, 276, 2, 7990, 22, 31, 30, 1670, 8608, 55483
