"filename", "language", "JSON", "JavaScript", "YAML", "XML", "TypeScript", "JSON with Comments", "Docker", "Markdown", "Prisma", "MS SQL", "TypeScript JSX", "PostCSS", "HTML", "comment", "blank", "total"
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\magicui\animated-circular-progress-bar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 4, 109
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\magicui\animated-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 11, 60
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\magicui\bento-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 2, 8, 76
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\shared-editor\SheardEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 8, 5, 39
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\shared-editor\create-editor.ts", "TypeScript", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 24, 31, 221
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\shared-editor\style.ts", "TypeScript", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 99
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 5, 39
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 11, 103
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 5, 56
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 10, 76
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 4, 31
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 12, 176
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 14, 136
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 18, 227
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 24, 151
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 6, 40
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 13, 184
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 13, 129
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 627, 0, 0, 12, 54, 693
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 11, 115
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 8, 58
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\hooks\use-mobile.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\hooks\useSseAnswer.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 47
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 269, 0, 14, 18, 301
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\query\config\index.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 131
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\query\config\useOptimisticMutation.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 36
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\query\keys.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\router\PrivateRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 4, 18
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\router\UpdateBreadRouter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 5, 30
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\router\router.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 9, 7, 212
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\config\index.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 28
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\config\requester.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 138
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\job.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 61
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\login_regist.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 26
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\project.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 90
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\resume.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 65
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\skill.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 58
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\services\sse.ts", "TypeScript", 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 49, 24, 228
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\bread-router.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 44
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\index.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\jobs.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 40
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\projects.ts", "TypeScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 143
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\resume.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 35
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\store\skills.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 57
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\types\styled.d.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\utils\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\utils\theme.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 17, 10, 86
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\LoginRegist\LoginRegist.style.ts", "TypeScript", 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 180
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\LoginRegist\LoginRegist.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 4, 59
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\LoginRegist\c-cpns\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 8, 124
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\LoginRegist\c-cpns\RegistForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 10, 152
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Home\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Jobs\JobCreate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Jobs\JobForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Jobs\JobRead.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Jobs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Learn\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\Create.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 4, 8, 89
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\ProjectCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 20, 9, 130
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\ProjectForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 0, 0, 20, 29, 382
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\Read.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 10, 16, 332
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 11, 149
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\unused\ChoiceCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 2, 36
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Projects\unused\CreateChoice.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 5, 65
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Resumes\ResumeCreate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Resumes\ResumeForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 12, 26, 261
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Resumes\ResumeRead.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 9, 17, 294
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Resumes\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 11, 151
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Skills\SkillCreate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Skills\SkillForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 24, 34, 290
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Skills\SkillRead.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 3, 9, 139
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\Skills\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 11, 157
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 2, 39
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Editor\Editor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 15, 11, 116
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Editor\common-small.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 2, 35, 261
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Editor\common.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 1, 30, 251
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Editor\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Editor\theme.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 1, 6, 65
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\PageHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\SSEHookDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 2, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Siderbar\app-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 10, 8, 152
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Siderbar\nav-main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 5, 7, 112
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Siderbar\nav-user.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 5, 104
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\Siderbar\team-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 1, 6, 90
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\ThemeSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 7, 41
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\config.type.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 62
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\columns\header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 1, 4, 68
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\columns\row-actions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 13, 3, 44
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 7, 8, 148
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\pagination\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 4, 4, 90
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\toolbar\filter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 1, 4, 134
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\toolbar\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 4, 5, 63
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\data-table\toolbar\view-options.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 4, 49
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\components\config-data-table\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 19, 2, 50
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\Main\knowbase\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\views\MyTest\Test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\tsconfig.app.json", "JSON", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 36
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\tsconfig.node.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 26
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 27
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\.prettierrc", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 61, 207
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\docs\stateless-mode.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 31, 114
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\eslint.config.mjs", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\nest-cli.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\package.json", "JSON", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\src\app.module.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\src\main.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\src\mcp\mcp-server.module.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\src\mcp\mcp-server.service.ts", "TypeScript", 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 155
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\src\mcp\mcp.controller.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 140
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\tsconfig.build.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\mcp-server\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
